hotelIndex,userIndex,rating,newID,Reviewer Name,Nationality,Group Name,Hotel ID
425,6108,10.954771,THI_Việt Nam_Du lịch một mình,THI,Việt Nam,Du lịch một mình,18_26
388,6108,10.944773,THI_Việt Nam_Du lịch một mình,THI,Việt Nam,Du lịch một mình,41_30
287,6108,10.795205,THI_Việt Nam_Du lịch một mình,THI,Việt Nam,Du lịch một mình,6_6
396,6480,14.204795,khanh_Việt Nam_Du lịch một mình,khanh,Việt Nam,Du lịch một mình,9_17
436,6480,13.727639,khanh_Việt Nam_Du lịch một mình,khanh,Việt Nam,Du lịch một mình,26_4
434,6480,13.727639,khanh_Việt Nam_Du lịch một mình,khanh,Việt Nam,Du lịch một mình,25_26
415,6480,13.536783,khanh_Việt Nam_Du lịch một mình,khanh,Việt Nam,Du lịch một mình,16_14
248,6480,13.441797,khanh_Việt Nam_Du lịch một mình,khanh,Việt Nam,Du lịch một mình,16_15
424,7221,14.821909,FANHAO_Trung Quốc_Gia đình có trẻ em,FANHAO,Trung Quốc,Gia đình có trẻ em,18_22
396,7221,14.688686,FANHAO_Trung Quốc_Gia đình có trẻ em,FANHAO,Trung Quốc,Gia đình có trẻ em,9_17
287,7221,14.586855,FANHAO_Trung Quốc_Gia đình có trẻ em,FANHAO,Trung Quốc,Gia đình có trẻ em,6_6
427,7221,13.99734,FANHAO_Trung Quốc_Gia đình có trẻ em,FANHAO,Trung Quốc,Gia đình có trẻ em,18_30
425,7221,13.9571,FANHAO_Trung Quốc_Gia đình có trẻ em,FANHAO,Trung Quốc,Gia đình có trẻ em,18_26
396,7604,13.659645,KWON_Hàn Quốc_Cặp đôi,KWON,Hàn Quốc,Cặp đôi,9_17
409,7604,12.533332,KWON_Hàn Quốc_Cặp đôi,KWON,Hàn Quốc,Cặp đôi,13_24
438,7604,12.229079,KWON_Hàn Quốc_Cặp đôi,KWON,Hàn Quốc,Cặp đôi,28_27
382,7604,12.229079,KWON_Hàn Quốc_Cặp đôi,KWON,Hàn Quốc,Cặp đôi,26_22
365,7604,12.229079,KWON_Hàn Quốc_Cặp đôi,KWON,Hàn Quốc,Cặp đôi,10_30
436,10435,13.830336,Hướng_Việt Nam_Cặp đôi,Hướng,Việt Nam,Cặp đôi,26_4
434,10435,13.830336,Hướng_Việt Nam_Cặp đôi,Hướng,Việt Nam,Cặp đôi,25_26
465,10435,13.577386,Hướng_Việt Nam_Cặp đôi,Hướng,Việt Nam,Cặp đôi,5_21
438,10435,13.319056,Hướng_Việt Nam_Cặp đôi,Hướng,Việt Nam,Cặp đôi,28_27
382,10435,13.319056,Hướng_Việt Nam_Cặp đôi,Hướng,Việt Nam,Cặp đôi,26_22
438,12078,14.849803,Sophia_Hàn Quốc_Du lịch một mình,Sophia,Hàn Quốc,Du lịch một mình,28_27
382,12078,14.849803,Sophia_Hàn Quốc_Du lịch một mình,Sophia,Hàn Quốc,Du lịch một mình,26_22
365,12078,14.849803,Sophia_Hàn Quốc_Du lịch một mình,Sophia,Hàn Quốc,Du lịch một mình,10_30
396,12078,12.773081,Sophia_Hàn Quốc_Du lịch một mình,Sophia,Hàn Quốc,Du lịch một mình,9_17
465,12078,11.923723,Sophia_Hàn Quốc_Du lịch một mình,Sophia,Hàn Quốc,Du lịch một mình,5_21
335,12249,13.756925,Thi_Đức_Cặp đôi,Thi,Đức,Cặp đôi,7_9
323,12249,13.756925,Thi_Đức_Cặp đôi,Thi,Đức,Cặp đôi,12_13
388,12249,12.022435,Thi_Đức_Cặp đôi,Thi,Đức,Cặp đôi,41_30
390,12249,11.819884,Thi_Đức_Cặp đôi,Thi,Đức,Cặp đôi,43_2
387,12249,11.819884,Thi_Đức_Cặp đôi,Thi,Đức,Cặp đôi,41_13
436,12489,13.359023,WOOSEOP_Hàn Quốc_Du lịch một mình,WOOSEOP,Hàn Quốc,Du lịch một mình,26_4
434,12489,13.359023,WOOSEOP_Hàn Quốc_Du lịch một mình,WOOSEOP,Hàn Quốc,Du lịch một mình,25_26
409,12489,13.190245,WOOSEOP_Hàn Quốc_Du lịch một mình,WOOSEOP,Hàn Quốc,Du lịch một mình,13_24
396,12489,13.168778,WOOSEOP_Hàn Quốc_Du lịch một mình,WOOSEOP,Hàn Quốc,Du lịch một mình,9_17
360,12489,11.569282,WOOSEOP_Hàn Quốc_Du lịch một mình,WOOSEOP,Hàn Quốc,Du lịch một mình,7_2
436,12948,14.887274,hnom_Việt Nam_Cặp đôi,hnom,Việt Nam,Cặp đôi,26_4
434,12948,14.887274,hnom_Việt Nam_Cặp đôi,hnom,Việt Nam,Cặp đôi,25_26
396,12948,13.721684,hnom_Việt Nam_Cặp đôi,hnom,Việt Nam,Cặp đôi,9_17
388,12948,13.70623,hnom_Việt Nam_Cặp đôi,hnom,Việt Nam,Cặp đôi,41_30
390,12948,13.511787,hnom_Việt Nam_Cặp đôi,hnom,Việt Nam,Cặp đôi,43_2
424,673,17.180782,NGỌC_Việt Nam_Du lịch một mình,NGỌC,Việt Nam,Du lịch một mình,18_22
427,673,16.053368,NGỌC_Việt Nam_Du lịch một mình,NGỌC,Việt Nam,Du lịch một mình,18_30
435,673,15.970683,NGỌC_Việt Nam_Du lịch một mình,NGỌC,Việt Nam,Du lịch một mình,26_11
433,673,15.970683,NGỌC_Việt Nam_Du lịch một mình,NGỌC,Việt Nam,Du lịch một mình,25_16
399,673,15.970683,NGỌC_Việt Nam_Du lịch một mình,NGỌC,Việt Nam,Du lịch một mình,10_20
408,875,16.47741,jolie_Việt Nam_Gia đình có em bé,jolie,Việt Nam,Gia đình có em bé,13_23
362,875,13.884059,jolie_Việt Nam_Gia đình có em bé,jolie,Việt Nam,Gia đình có em bé,7_29
361,875,13.884059,jolie_Việt Nam_Gia đình có em bé,jolie,Việt Nam,Gia đình có em bé,7_22
353,875,13.884059,jolie_Việt Nam_Gia đình có em bé,jolie,Việt Nam,Gia đình có em bé,23_7
352,875,13.884059,jolie_Việt Nam_Gia đình có em bé,jolie,Việt Nam,Gia đình có em bé,22_9
396,883,15.369661,Anh_Hoa Kỳ_Cặp đôi,Anh,Hoa Kỳ,Cặp đôi,9_17
438,883,14.448017,Anh_Hoa Kỳ_Cặp đôi,Anh,Hoa Kỳ,Cặp đôi,28_27
382,883,14.448017,Anh_Hoa Kỳ_Cặp đôi,Anh,Hoa Kỳ,Cặp đôi,26_22
365,883,14.448017,Anh_Hoa Kỳ_Cặp đôi,Anh,Hoa Kỳ,Cặp đôi,10_30
436,883,13.793855,Anh_Hoa Kỳ_Cặp đôi,Anh,Hoa Kỳ,Cặp đôi,26_4
408,1266,14.288256,Tôn_Việt Nam_Gia đình có em bé,Tôn,Việt Nam,Gia đình có em bé,13_23
425,1266,14.07304,Tôn_Việt Nam_Gia đình có em bé,Tôn,Việt Nam,Gia đình có em bé,18_26
424,1266,13.868437,Tôn_Việt Nam_Gia đình có em bé,Tôn,Việt Nam,Gia đình có em bé,18_22
396,1266,13.631273,Tôn_Việt Nam_Gia đình có em bé,Tôn,Việt Nam,Gia đình có em bé,9_17
375,1266,13.47743,Tôn_Việt Nam_Gia đình có em bé,Tôn,Việt Nam,Gia đình có em bé,16_1
424,1787,14.257458,JAEPIL_Hàn Quốc_Gia đình có em bé,JAEPIL,Hàn Quốc,Gia đình có em bé,18_22
396,1787,14.040634,JAEPIL_Hàn Quốc_Gia đình có em bé,JAEPIL,Hàn Quốc,Gia đình có em bé,9_17
427,1787,13.943716,JAEPIL_Hàn Quốc_Gia đình có em bé,JAEPIL,Hàn Quốc,Gia đình có em bé,18_30
436,1787,13.881542,JAEPIL_Hàn Quốc_Gia đình có em bé,JAEPIL,Hàn Quốc,Gia đình có em bé,26_4
434,1787,13.881542,JAEPIL_Hàn Quốc_Gia đình có em bé,JAEPIL,Hàn Quốc,Gia đình có em bé,25_26
396,2526,16.471601,Frank_Hà Lan_Cặp đôi,Frank,Hà Lan,Cặp đôi,9_17
436,2526,13.996589,Frank_Hà Lan_Cặp đôi,Frank,Hà Lan,Cặp đôi,26_4
434,2526,13.996589,Frank_Hà Lan_Cặp đôi,Frank,Hà Lan,Cặp đôi,25_26
438,2526,13.2881365,Frank_Hà Lan_Cặp đôi,Frank,Hà Lan,Cặp đôi,28_27
382,2526,13.2881365,Frank_Hà Lan_Cặp đôi,Frank,Hà Lan,Cặp đôi,26_22
424,4858,14.851518,hyojung_Hàn Quốc_Cặp đôi,hyojung,Hàn Quốc,Cặp đôi,18_22
396,4858,14.625662,hyojung_Hàn Quốc_Cặp đôi,hyojung,Hàn Quốc,Cặp đôi,9_17
427,4858,14.524704,hyojung_Hàn Quốc_Cặp đôi,hyojung,Hàn Quốc,Cặp đôi,18_30
436,4858,14.45994,hyojung_Hàn Quốc_Cặp đôi,hyojung,Hàn Quốc,Cặp đôi,26_4
434,4858,14.45994,hyojung_Hàn Quốc_Cặp đôi,hyojung,Hàn Quốc,Cặp đôi,25_26
460,5090,13.511643,CHAO_Trung Quốc_Cặp đôi,CHAO,Trung Quốc,Cặp đôi,40_15
436,5090,13.451811,CHAO_Trung Quốc_Cặp đôi,CHAO,Trung Quốc,Cặp đôi,26_4
434,5090,13.451811,CHAO_Trung Quốc_Cặp đôi,CHAO,Trung Quốc,Cặp đôi,25_26
408,5090,13.359815,CHAO_Trung Quốc_Cặp đôi,CHAO,Trung Quốc,Cặp đôi,13_23
396,5090,12.052221,CHAO_Trung Quốc_Cặp đôi,CHAO,Trung Quốc,Cặp đôi,9_17
408,6481,13.880761,khay_Malaysia_Gia đình có em bé,khay,Malaysia,Gia đình có em bé,13_23
396,6481,13.231529,khay_Malaysia_Gia đình có em bé,khay,Malaysia,Gia đình có em bé,9_17
436,6481,13.108094,khay_Malaysia_Gia đình có em bé,khay,Malaysia,Gia đình có em bé,26_4
434,6481,13.108094,khay_Malaysia_Gia đình có em bé,khay,Malaysia,Gia đình có em bé,25_26
409,6481,12.562785,khay_Malaysia_Gia đình có em bé,khay,Malaysia,Gia đình có em bé,13_24
396,7250,13.915008,Gaël_Pháp_Gia đình có em bé,Gaël,Pháp,Gia đình có em bé,9_17
415,7250,13.361841,Gaël_Pháp_Gia đình có em bé,Gaël,Pháp,Gia đình có em bé,16_14
248,7250,13.256831,Gaël_Pháp_Gia đình có em bé,Gaël,Pháp,Gia đình có em bé,16_15
421,7250,12.666673,Gaël_Pháp_Gia đình có em bé,Gaël,Pháp,Gia đình có em bé,17_29
417,7250,12.666673,Gaël_Pháp_Gia đình có em bé,Gaël,Pháp,Gia đình có em bé,16_29
396,7890,15.048872,Michael_Thụy Sĩ_Cặp đôi,Michael,Thụy Sĩ,Cặp đôi,9_17
427,7890,14.983067,Michael_Thụy Sĩ_Cặp đôi,Michael,Thụy Sĩ,Cặp đôi,18_30
424,7890,14.930658,Michael_Thụy Sĩ_Cặp đôi,Michael,Thụy Sĩ,Cặp đôi,18_22
384,7890,13.474547,Michael_Thụy Sĩ_Cặp đôi,Michael,Thụy Sĩ,Cặp đôi,33_28
386,7890,13.457893,Michael_Thụy Sĩ_Cặp đôi,Michael,Thụy Sĩ,Cặp đôi,34_29
362,7940,9.649029,Mình_Việt Nam_Gia đình có trẻ em,Mình,Việt Nam,Gia đình có trẻ em,7_29
361,7940,9.649029,Mình_Việt Nam_Gia đình có trẻ em,Mình,Việt Nam,Gia đình có trẻ em,7_22
353,7940,9.649029,Mình_Việt Nam_Gia đình có trẻ em,Mình,Việt Nam,Gia đình có trẻ em,23_7
352,7940,9.649029,Mình_Việt Nam_Gia đình có trẻ em,Mình,Việt Nam,Gia đình có trẻ em,22_9
351,7940,9.649029,Mình_Việt Nam_Gia đình có trẻ em,Mình,Việt Nam,Gia đình có trẻ em,21_23
425,8249,13.464903,Sandra_Canada_Du lịch một mình,Sandra,Canada,Du lịch một mình,18_26
435,8249,13.387297,Sandra_Canada_Du lịch một mình,Sandra,Canada,Du lịch một mình,26_11
433,8249,13.387297,Sandra_Canada_Du lịch một mình,Sandra,Canada,Du lịch một mình,25_16
399,8249,13.387297,Sandra_Canada_Du lịch một mình,Sandra,Canada,Du lịch một mình,10_20
438,8249,13.086126,Sandra_Canada_Du lịch một mình,Sandra,Canada,Du lịch một mình,28_27
460,8460,9.468018,Thi_Pháp_Du lịch một mình,Thi,Pháp,Du lịch một mình,40_15
396,8460,9.41189,Thi_Pháp_Du lịch một mình,Thi,Pháp,Du lịch một mình,9_17
278,8460,8.6373825,Thi_Pháp_Du lịch một mình,Thi,Pháp,Du lịch một mình,13_26
381,8460,8.240547,Thi_Pháp_Du lịch một mình,Thi,Pháp,Du lịch một mình,19_4
436,8460,8.13931,Thi_Pháp_Du lịch một mình,Thi,Pháp,Du lịch một mình,26_4
465,8815,10.017675,chun_Hàn Quốc_Cặp đôi,chun,Hàn Quốc,Cặp đôi,5_21
438,8815,9.814367,chun_Hàn Quốc_Cặp đôi,chun,Hàn Quốc,Cặp đôi,28_27
382,8815,9.814367,chun_Hàn Quốc_Cặp đôi,chun,Hàn Quốc,Cặp đôi,26_22
365,8815,9.814367,chun_Hàn Quốc_Cặp đôi,chun,Hàn Quốc,Cặp đôi,10_30
451,8815,9.582125,chun_Hàn Quốc_Cặp đôi,chun,Hàn Quốc,Cặp đôi,36_12
396,8828,13.162303,diem_Việt Nam_Nhóm,diem,Việt Nam,Nhóm,9_17
438,8828,13.089504,diem_Việt Nam_Nhóm,diem,Việt Nam,Nhóm,28_27
382,8828,13.089504,diem_Việt Nam_Nhóm,diem,Việt Nam,Nhóm,26_22
365,8828,13.089504,diem_Việt Nam_Nhóm,diem,Việt Nam,Nhóm,10_30
465,8828,12.05861,diem_Việt Nam_Nhóm,diem,Việt Nam,Nhóm,5_21
396,9433,11.367444,Anastasia_Đức_Cặp đôi,Anastasia,Đức,Cặp đôi,9_17
438,9433,11.304571,Anastasia_Đức_Cặp đôi,Anastasia,Đức,Cặp đôi,28_27
382,9433,11.304571,Anastasia_Đức_Cặp đôi,Anastasia,Đức,Cặp đôi,26_22
365,9433,11.304571,Anastasia_Đức_Cặp đôi,Anastasia,Đức,Cặp đôi,10_30
465,9433,10.414254,Anastasia_Đức_Cặp đôi,Anastasia,Đức,Cặp đôi,5_21
472,10075,9.356691,Eunsu_Hàn Quốc_Du lịch một mình,Eunsu,Hàn Quốc,Du lịch một mình,9_5
436,10075,9.136024,Eunsu_Hàn Quốc_Du lịch một mình,Eunsu,Hàn Quốc,Du lịch một mình,26_4
434,10075,9.136024,Eunsu_Hàn Quốc_Du lịch một mình,Eunsu,Hàn Quốc,Du lịch một mình,25_26
396,10075,8.885124,Eunsu_Hàn Quốc_Du lịch một mình,Eunsu,Hàn Quốc,Du lịch một mình,9_17
178,10075,8.330822,Eunsu_Hàn Quốc_Du lịch một mình,Eunsu,Hàn Quốc,Du lịch một mình,2_25
335,11458,13.796189,Nadeen_Thái Lan_Nhóm,Nadeen,Thái Lan,Nhóm,7_9
323,11458,13.796189,Nadeen_Thái Lan_Nhóm,Nadeen,Thái Lan,Nhóm,12_13
388,11458,11.171102,Nadeen_Thái Lan_Nhóm,Nadeen,Thái Lan,Nhóm,41_30
390,11458,10.96708,Nadeen_Thái Lan_Nhóm,Nadeen,Thái Lan,Nhóm,43_2
387,11458,10.96708,Nadeen_Thái Lan_Nhóm,Nadeen,Thái Lan,Nhóm,41_13
253,13109,9.141616,k_Hàn Quốc_Nhóm,k,Hàn Quốc,Nhóm,5_1
199,13109,8.459656,k_Hàn Quốc_Nhóm,k,Hàn Quốc,Nhóm,23_5
202,13109,7.9399576,k_Hàn Quốc_Nhóm,k,Hàn Quốc,Nhóm,17_22
201,13109,7.9333615,k_Hàn Quốc_Nhóm,k,Hàn Quốc,Nhóm,17_11
398,13109,7.7297935,k_Hàn Quốc_Nhóm,k,Hàn Quốc,Nhóm,10_19
436,280,15.108396,Lee_Hàn Quốc_Gia đình có em bé,Lee,Hàn Quốc,Gia đình có em bé,26_4
434,280,15.108396,Lee_Hàn Quốc_Gia đình có em bé,Lee,Hàn Quốc,Gia đình có em bé,25_26
388,280,13.759213,Lee_Hàn Quốc_Gia đình có em bé,Lee,Hàn Quốc,Gia đình có em bé,41_30
335,280,13.575746,Lee_Hàn Quốc_Gia đình có em bé,Lee,Hàn Quốc,Gia đình có em bé,7_9
323,280,13.575746,Lee_Hàn Quốc_Gia đình có em bé,Lee,Hàn Quốc,Gia đình có em bé,12_13
396,660,15.643885,Hoa_Việt Nam_Gia đình có trẻ em,Hoa,Việt Nam,Gia đình có trẻ em,9_17
427,660,14.849871,Hoa_Việt Nam_Gia đình có trẻ em,Hoa,Việt Nam,Gia đình có trẻ em,18_30
424,660,14.828498,Hoa_Việt Nam_Gia đình có trẻ em,Hoa,Việt Nam,Gia đình có trẻ em,18_22
436,660,14.522101,Hoa_Việt Nam_Gia đình có trẻ em,Hoa,Việt Nam,Gia đình có trẻ em,26_4
434,660,14.522101,Hoa_Việt Nam_Gia đình có trẻ em,Hoa,Việt Nam,Gia đình có trẻ em,25_26
396,908,16.726866,Thùy_Việt Nam_Cặp đôi,Thùy,Việt Nam,Cặp đôi,9_17
424,908,14.864302,Thùy_Việt Nam_Cặp đôi,Thùy,Việt Nam,Cặp đôi,18_22
436,908,14.614577,Thùy_Việt Nam_Cặp đôi,Thùy,Việt Nam,Cặp đôi,26_4
434,908,14.614577,Thùy_Việt Nam_Cặp đôi,Thùy,Việt Nam,Cặp đôi,25_26
427,908,14.12474,Thùy_Việt Nam_Cặp đôi,Thùy,Việt Nam,Cặp đôi,18_30
424,2236,11.649969,ARTHUR_Hàn Quốc_Cặp đôi,ARTHUR,Hàn Quốc,Cặp đôi,18_22
425,2236,11.5750675,ARTHUR_Hàn Quốc_Cặp đôi,ARTHUR,Hàn Quốc,Cặp đôi,18_26
408,2236,11.370051,ARTHUR_Hàn Quốc_Cặp đôi,ARTHUR,Hàn Quốc,Cặp đôi,13_23
375,2236,11.354733,ARTHUR_Hàn Quốc_Cặp đôi,ARTHUR,Hàn Quốc,Cặp đôi,16_1
396,2236,11.235786,ARTHUR_Hàn Quốc_Cặp đôi,ARTHUR,Hàn Quốc,Cặp đôi,9_17
396,5320,16.773516,HYEIN_Hàn Quốc_Cặp đôi,HYEIN,Hàn Quốc,Cặp đôi,9_17
436,5320,16.332575,HYEIN_Hàn Quốc_Cặp đôi,HYEIN,Hàn Quốc,Cặp đôi,26_4
434,5320,16.332575,HYEIN_Hàn Quốc_Cặp đôi,HYEIN,Hàn Quốc,Cặp đôi,25_26
415,5320,13.392355,HYEIN_Hàn Quốc_Cặp đôi,HYEIN,Hàn Quốc,Cặp đôi,16_14
248,5320,13.326707,HYEIN_Hàn Quốc_Cặp đôi,HYEIN,Hàn Quốc,Cặp đôi,16_15
460,6500,13.511643,luliang_Trung Quốc_Cặp đôi,luliang,Trung Quốc,Cặp đôi,40_15
436,6500,13.451811,luliang_Trung Quốc_Cặp đôi,luliang,Trung Quốc,Cặp đôi,26_4
434,6500,13.451811,luliang_Trung Quốc_Cặp đôi,luliang,Trung Quốc,Cặp đôi,25_26
408,6500,13.359815,luliang_Trung Quốc_Cặp đôi,luliang,Trung Quốc,Cặp đôi,13_23
396,6500,12.052221,luliang_Trung Quốc_Cặp đôi,luliang,Trung Quốc,Cặp đôi,9_17
424,6929,13.000607,Blackmouth_Thái Lan_Cặp đôi,Blackmouth,Thái Lan,Cặp đôi,18_22
396,6929,12.685295,Blackmouth_Thái Lan_Cặp đôi,Blackmouth,Thái Lan,Cặp đôi,9_17
427,6929,12.568348,Blackmouth_Thái Lan_Cặp đôi,Blackmouth,Thái Lan,Cặp đôi,18_30
384,6929,11.741561,Blackmouth_Thái Lan_Cặp đôi,Blackmouth,Thái Lan,Cặp đôi,33_28
386,6929,11.612626,Blackmouth_Thái Lan_Cặp đôi,Blackmouth,Thái Lan,Cặp đôi,34_29
424,7709,13.000607,LY_Singapore_Du lịch một mình,LY,Singapore,Du lịch một mình,18_22
396,7709,12.685295,LY_Singapore_Du lịch một mình,LY,Singapore,Du lịch một mình,9_17
427,7709,12.568348,LY_Singapore_Du lịch một mình,LY,Singapore,Du lịch một mình,18_30
384,7709,11.741561,LY_Singapore_Du lịch một mình,LY,Singapore,Du lịch một mình,33_28
386,7709,11.612626,LY_Singapore_Du lịch một mình,LY,Singapore,Du lịch một mình,34_29
396,8131,17.141932,RYO_Nhật Bản_Nhóm,RYO,Nhật Bản,Nhóm,9_17
438,8131,14.598067,RYO_Nhật Bản_Nhóm,RYO,Nhật Bản,Nhóm,28_27
382,8131,14.598067,RYO_Nhật Bản_Nhóm,RYO,Nhật Bản,Nhóm,26_22
365,8131,14.598067,RYO_Nhật Bản_Nhóm,RYO,Nhật Bản,Nhóm,10_30
436,8131,14.432724,RYO_Nhật Bản_Nhóm,RYO,Nhật Bản,Nhóm,26_4
396,9341,14.755303,Abdulghani_Ả Rập Xê Út_Cặp đôi,Abdulghani,Ả Rập Xê Út,Cặp đôi,9_17
424,9341,14.424206,Abdulghani_Ả Rập Xê Út_Cặp đôi,Abdulghani,Ả Rập Xê Út,Cặp đôi,18_22
427,9341,14.244401,Abdulghani_Ả Rập Xê Út_Cặp đôi,Abdulghani,Ả Rập Xê Út,Cặp đôi,18_30
438,9341,13.835986,Abdulghani_Ả Rập Xê Út_Cặp đôi,Abdulghani,Ả Rập Xê Út,Cặp đôi,28_27
382,9341,13.835986,Abdulghani_Ả Rập Xê Út_Cặp đôi,Abdulghani,Ả Rập Xê Út,Cặp đôi,26_22
436,10143,9.289536,Galina_Ấn Độ_Đi công tác,Galina,Ấn Độ,Đi công tác,26_4
434,10143,9.289536,Galina_Ấn Độ_Đi công tác,Galina,Ấn Độ,Đi công tác,25_26
196,10143,8.746289,Galina_Ấn Độ_Đi công tác,Galina,Ấn Độ,Đi công tác,4_2
337,10143,7.7557883,Galina_Ấn Độ_Đi công tác,Galina,Ấn Độ,Đi công tác,9_14
326,10143,7.7306595,Galina_Ấn Độ_Đi công tác,Galina,Ấn Độ,Đi công tác,15_24
425,11426,13.810058,NAOMI_Nhật Bản_Gia đình có trẻ em,NAOMI,Nhật Bản,Gia đình có trẻ em,18_26
424,11426,13.752878,NAOMI_Nhật Bản_Gia đình có trẻ em,NAOMI,Nhật Bản,Gia đình có trẻ em,18_22
388,11426,13.178508,NAOMI_Nhật Bản_Gia đình có trẻ em,NAOMI,Nhật Bản,Gia đình có trẻ em,41_30
390,11426,13.009667,NAOMI_Nhật Bản_Gia đình có trẻ em,NAOMI,Nhật Bản,Gia đình có trẻ em,43_2
387,11426,13.009667,NAOMI_Nhật Bản_Gia đình có trẻ em,NAOMI,Nhật Bản,Gia đình có trẻ em,41_13
424,772,16.656729,SUYEON_Hàn Quốc_Cặp đôi,SUYEON,Hàn Quốc,Cặp đôi,18_22
427,772,15.843953,SUYEON_Hàn Quốc_Cặp đôi,SUYEON,Hàn Quốc,Cặp đôi,18_30
425,772,15.719375,SUYEON_Hàn Quốc_Cặp đôi,SUYEON,Hàn Quốc,Cặp đôi,18_26
396,772,15.689113,SUYEON_Hàn Quốc_Cặp đôi,SUYEON,Hàn Quốc,Cặp đôi,9_17
435,772,14.931002,SUYEON_Hàn Quốc_Cặp đôi,SUYEON,Hàn Quốc,Cặp đôi,26_11
396,914,16.612247,chen_Malaysia_Nhóm,chen,Malaysia,Nhóm,9_17
438,914,13.865748,chen_Malaysia_Nhóm,chen,Malaysia,Nhóm,28_27
382,914,13.865748,chen_Malaysia_Nhóm,chen,Malaysia,Nhóm,26_22
365,914,13.865748,chen_Malaysia_Nhóm,chen,Malaysia,Nhóm,10_30
436,914,13.522436,chen_Malaysia_Nhóm,chen,Malaysia,Nhóm,26_4
396,1542,14.858553,phuc_Việt Nam_Cặp đôi,phuc,Việt Nam,Cặp đôi,9_17
460,1542,14.73867,phuc_Việt Nam_Cặp đôi,phuc,Việt Nam,Cặp đôi,40_15
409,1542,13.8873205,phuc_Việt Nam_Cặp đôi,phuc,Việt Nam,Cặp đôi,13_24
408,1542,13.347972,phuc_Việt Nam_Cặp đôi,phuc,Việt Nam,Cặp đôi,13_23
438,1542,13.131685,phuc_Việt Nam_Cặp đôi,phuc,Việt Nam,Cặp đôi,28_27
408,1959,15.758521,long_Việt Nam_Nhóm,long,Việt Nam,Nhóm,13_23
436,1959,14.322759,long_Việt Nam_Nhóm,long,Việt Nam,Nhóm,26_4
434,1959,14.322759,long_Việt Nam_Nhóm,long,Việt Nam,Nhóm,25_26
396,1959,14.145307,long_Việt Nam_Nhóm,long,Việt Nam,Nhóm,9_17
320,1959,14.086472,long_Việt Nam_Nhóm,long,Việt Nam,Nhóm,33_21
396,2047,16.29179,JAEHO_Hàn Quốc_Cặp đôi,JAEHO,Hàn Quốc,Cặp đôi,9_17
436,2047,14.176054,JAEHO_Hàn Quốc_Cặp đôi,JAEHO,Hàn Quốc,Cặp đôi,26_4
434,2047,14.176054,JAEHO_Hàn Quốc_Cặp đôi,JAEHO,Hàn Quốc,Cặp đôi,25_26
438,2047,14.108065,JAEHO_Hàn Quốc_Cặp đôi,JAEHO,Hàn Quốc,Cặp đôi,28_27
382,2047,14.108065,JAEHO_Hàn Quốc_Cặp đôi,JAEHO,Hàn Quốc,Cặp đôi,26_22
388,2525,12.123815,Francis_Ireland_Nhóm,Francis,Ireland,Nhóm,41_30
390,2525,11.951788,Francis_Ireland_Nhóm,Francis,Ireland,Nhóm,43_2
387,2525,11.951788,Francis_Ireland_Nhóm,Francis,Ireland,Nhóm,41_13
425,2525,11.735207,Francis_Ireland_Nhóm,Francis,Ireland,Nhóm,18_26
287,2525,11.44866,Francis_Ireland_Nhóm,Francis,Ireland,Nhóm,6_6
320,2609,13.731702,Harold_Hoa Kỳ_Cặp đôi,Harold,Hoa Kỳ,Cặp đôi,33_21
438,2609,13.378722,Harold_Hoa Kỳ_Cặp đôi,Harold,Hoa Kỳ,Cặp đôi,28_27
382,2609,13.378722,Harold_Hoa Kỳ_Cặp đôi,Harold,Hoa Kỳ,Cặp đôi,26_22
365,2609,13.378722,Harold_Hoa Kỳ_Cặp đôi,Harold,Hoa Kỳ,Cặp đôi,10_30
396,2609,13.269048,Harold_Hoa Kỳ_Cặp đôi,Harold,Hoa Kỳ,Cặp đôi,9_17
396,2668,16.420773,ISEUL_Hàn Quốc_Cặp đôi,ISEUL,Hàn Quốc,Cặp đôi,9_17
425,2668,14.495769,ISEUL_Hàn Quốc_Cặp đôi,ISEUL,Hàn Quốc,Cặp đôi,18_26
438,2668,14.468794,ISEUL_Hàn Quốc_Cặp đôi,ISEUL,Hàn Quốc,Cặp đôi,28_27
382,2668,14.468794,ISEUL_Hàn Quốc_Cặp đôi,ISEUL,Hàn Quốc,Cặp đôi,26_22
365,2668,14.468794,ISEUL_Hàn Quốc_Cặp đôi,ISEUL,Hàn Quốc,Cặp đôi,10_30
436,4239,18.227001,Alfred_Canada_Cặp đôi,Alfred,Canada,Cặp đôi,26_4
434,4239,18.227001,Alfred_Canada_Cặp đôi,Alfred,Canada,Cặp đôi,25_26
396,4239,15.155827,Alfred_Canada_Cặp đôi,Alfred,Canada,Cặp đôi,9_17
335,4239,14.858756,Alfred_Canada_Cặp đôi,Alfred,Canada,Cặp đôi,7_9
323,4239,14.858756,Alfred_Canada_Cặp đôi,Alfred,Canada,Cặp đôi,12_13
408,4408,15.791474,Hyun_Hàn Quốc_Gia đình có em bé,Hyun,Hàn Quốc,Gia đình có em bé,13_23
438,4408,15.048062,Hyun_Hàn Quốc_Gia đình có em bé,Hyun,Hàn Quốc,Gia đình có em bé,28_27
382,4408,15.048062,Hyun_Hàn Quốc_Gia đình có em bé,Hyun,Hàn Quốc,Gia đình có em bé,26_22
365,4408,15.048062,Hyun_Hàn Quốc_Gia đình có em bé,Hyun,Hàn Quốc,Gia đình có em bé,10_30
